transaction_id,truck_id,employee_id,cost,liters,cost_per_liter,expected_cost,date_time,month
114,1,10,28.956666666666667,8.273333333333333,3.5,28.956666666666667,2025-04-13,2025-04
116,4,6,97.55666666666667,27.873333333333335,3.5,97.55666666666667,2025-04-13,2025-04
118,7,2,90.58,25.88,3.5,90.58,2025-04-13,2025-04
120,10,8,7.910000000000001,2.2600000000000002,3.5,7.910000000000001,2025-04-13,2025-04
122,2,5,60.620000000000005,17.32,3.5,60.620000000000005,2025-04-13,2025-04
124,2,5,114.59,32.74,3.5,114.59,2025-04-13,2025-04
126,2,5,112.60666666666665,32.17333333333333,3.5,112.60666666666665,2025-04-13,2025-04
128,2,5,55.90666666666667,15.973333333333334,3.5,55.90666666666667,2025-04-13,2025-04
130,2,5,53.38666666666666,15.253333333333332,3.5,53.38666666666666,2025-04-13,2025-04
131,2,1,1112.0626232642505,317.73217807550014,3.5,1112.0626232642505,2025-04-14,2025-04
132,4,1,543.9434946577984,155.41242704508525,3.5,543.9434946577984,2025-04-14,2025-04
134,2,5,54.83333333333333,15.666666666666666,3.5,54.83333333333333,2025-04-14,2025-04
136,3,4,75.6,21.599999999999998,3.5,75.6,2025-04-14,2025-04
138,5,3,2.4033333333333333,0.6866666666666666,3.5,2.4033333333333333,2025-04-14,2025-04
140,6,9,90.58,25.88,3.5,90.58,2025-04-14,2025-04
142,8,1,107.33333333333334,30.666666666666668,3.5,107.33333333333334,2025-04-14,2025-04
144,9,7,83.23,23.78,3.5,83.23,2025-04-14,2025-04
146,1,10,55.90666666666667,15.973333333333334,3.5,55.90666666666667,2025-04-14,2025-04
148,4,6,84.09333333333333,24.026666666666667,3.5,84.09333333333333,2025-04-14,2025-04
150,7,2,9.123333333333335,2.606666666666667,3.5,9.123333333333335,2025-04-14,2025-04
152,10,8,7.910000000000001,2.2600000000000002,3.5,7.910000000000001,2025-04-14,2025-04
154,2,5,67.71333333333334,19.346666666666668,3.5,67.71333333333334,2025-04-14,2025-04
156,3,4,37.846666666666664,10.813333333333333,3.5,37.846666666666664,2025-04-14,2025-04
158,5,3,67.71333333333334,19.346666666666668,3.5,67.71333333333334,2025-04-14,2025-04
160,6,9,107.33333333333334,30.666666666666668,3.5,107.33333333333334,2025-04-14,2025-04
162,6,9,84.09333333333333,24.026666666666667,3.5,84.09333333333333,2025-04-14,2025-04
164,6,9,81.41000000000001,23.26,3.5,81.41000000000001,2025-04-14,2025-04
210,6,1,718.0798120829094,205.16566059511698,3.5,718.0798120829094,2025-04-15,2025-04
211,2,1,973.2746368684768,278.07846767670765,3.5,973.2746368684768,2025-04-15,2025-04
212,5,1,1136.9678886650368,324.84796819001053,3.5,1136.9678886650368,2025-04-15,2025-04
214,6,9,90.58,25.88,3.5,90.58,2025-04-15,2025-04
216,8,1,112.60666666666665,32.17333333333333,3.5,112.60666666666665,2025-04-15,2025-04
218,9,7,83.23,23.78,3.5,83.23,2025-04-15,2025-04
220,1,10,86.8,24.8,3.5,86.8,2025-04-15,2025-04
222,4,6,3.5,1.0,3.5,3.5,2025-04-15,2025-04
224,7,2,84.09333333333333,24.026666666666667,3.5,84.09333333333333,2025-04-15,2025-04
226,10,8,113.14333333333335,32.32666666666667,3.5,113.14333333333335,2025-04-15,2025-04
228,2,5,97.55666666666667,27.873333333333335,3.5,97.55666666666667,2025-04-15,2025-04
230,3,4,45.45333333333333,12.986666666666666,3.5,45.45333333333333,2025-04-15,2025-04
232,5,3,84.09333333333333,24.026666666666667,3.5,84.09333333333333,2025-04-15,2025-04
234,6,9,16.426666666666666,4.693333333333333,3.5,16.426666666666666,2025-04-15,2025-04
236,8,1,112.60666666666665,32.17333333333333,3.5,112.60666666666665,2025-04-15,2025-04
238,9,7,107.33333333333334,30.666666666666668,3.5,107.33333333333334,2025-04-15,2025-04
240,1,10,53.38666666666666,15.253333333333332,3.5,53.38666666666666,2025-04-15,2025-04
242,4,6,51.42666666666667,14.693333333333333,3.5,51.42666666666667,2025-04-15,2025-04
244,7,2,11.433333333333335,3.266666666666667,3.5,11.433333333333335,2025-04-15,2025-04
246,10,8,48.25333333333334,13.786666666666667,3.5,48.25333333333334,2025-04-15,2025-04
247,10,1,1093.879508683661,312.537002481046,3.5,1093.879508683661,2025-04-16,2025-04
248,8,1,790.5869395205215,225.88198272014898,3.5,790.5869395205215,2025-04-16,2025-04
249,9,1,633.8073237686554,181.0878067910444,3.5,633.8073237686554,2025-04-16,2025-04
250,7,1,625.1412023416838,178.61177209762394,3.5,625.1412023416838,2025-04-16,2025-04
252,2,5,7.910000000000001,2.2600000000000002,3.5,7.910000000000001,2025-04-16,2025-04
254,3,4,75.6,21.599999999999998,3.5,75.6,2025-04-16,2025-04
256,5,3,48.25333333333334,13.786666666666667,3.5,48.25333333333334,2025-04-16,2025-04
258,6,9,114.59,32.74,3.5,114.59,2025-04-16,2025-04
260,8,1,53.38666666666666,15.253333333333332,3.5,53.38666666666666,2025-04-16,2025-04
262,9,7,2.4033333333333333,0.6866666666666666,3.5,2.4033333333333333,2025-04-16,2025-04
264,1,10,3.5,1.0,3.5,3.5,2025-04-16,2025-04
266,4,6,37.846666666666664,10.813333333333333,3.5,37.846666666666664,2025-04-16,2025-04
268,7,2,107.33333333333334,30.666666666666668,3.5,107.33333333333334,2025-04-16,2025-04
270,2,5,45.01,12.86,3.5,45.01,2025-04-16,2025-04
272,3,4,16.426666666666666,4.693333333333333,3.5,16.426666666666666,2025-04-16,2025-04
274,5,3,86.8,24.8,3.5,86.8,2025-04-16,2025-04
276,6,9,11.433333333333335,3.266666666666667,3.5,11.433333333333335,2025-04-16,2025-04
277,8,1,881.487439339212,251.85355409691772,3.5,881.487439339212,2025-04-17,2025-04
278,1,1,699.4608450883865,199.845955739539,3.5,699.4608450883865,2025-04-17,2025-04
279,2,1,972.9928138070776,277.99794680202217,3.5,972.9928138070776,2025-04-17,2025-04
280,5,1,1121.6209065213789,320.46311614896536,3.5,1121.6209065213789,2025-04-17,2025-04
282,8,1,67.71333333333334,19.346666666666668,3.5,67.71333333333334,2025-04-17,2025-04
284,8,1,48.25333333333334,13.786666666666667,3.5,48.25333333333334,2025-04-17,2025-04
286,8,1,45.01,12.86,3.5,45.01,2025-04-17,2025-04
288,8,1,67.71333333333334,19.346666666666668,3.5,67.71333333333334,2025-04-17,2025-04
290,8,1,51.42666666666667,14.693333333333333,3.5,51.42666666666667,2025-04-17,2025-04
292,8,1,53.38666666666666,15.253333333333332,3.5,53.38666666666666,2025-04-17,2025-04
294,8,1,51.42666666666667,14.693333333333333,3.5,51.42666666666667,2025-04-17,2025-04
296,8,1,45.45333333333333,12.986666666666666,3.5,45.45333333333333,2025-04-17,2025-04
298,8,1,7.910000000000001,2.2600000000000002,3.5,7.910000000000001,2025-04-17,2025-04
300,8,1,60.620000000000005,17.32,3.5,60.620000000000005,2025-04-17,2025-04
302,8,1,2.4033333333333333,0.6866666666666666,3.5,2.4033333333333333,2025-04-17,2025-04
304,8,1,81.41000000000001,23.26,3.5,81.41000000000001,2025-04-17,2025-04
306,8,1,83.23,23.78,3.5,83.23,2025-04-17,2025-04
308,8,1,51.59,14.74,3.5,51.59,2025-04-17,2025-04
310,8,1,54.83333333333333,15.666666666666666,3.5,54.83333333333333,2025-04-17,2025-04
312,8,1,45.01,12.86,3.5,45.01,2025-04-17,2025-04
314,8,1,83.23,23.78,3.5,83.23,2025-04-17,2025-04
316,8,1,45.01,12.86,3.5,45.01,2025-04-18,2025-04
318,9,7,83.23,23.78,3.5,83.23,2025-04-18,2025-04
320,9,7,54.83333333333333,15.666666666666666,3.5,54.83333333333333,2025-04-18,2025-04
322,9,7,112.60666666666665,32.17333333333333,3.5,112.60666666666665,2025-04-18,2025-04
324,9,7,112.60666666666665,32.17333333333333,3.5,112.60666666666665,2025-04-18,2025-04
326,9,7,90.58,25.88,3.5,90.58,2025-04-18,2025-04
328,9,7,9.123333333333335,2.606666666666667,3.5,9.123333333333335,2025-04-18,2025-04
330,9,7,97.55666666666667,27.873333333333335,3.5,97.55666666666667,2025-04-18,2025-04
332,9,7,28.956666666666667,8.273333333333333,3.5,28.956666666666667,2025-04-18,2025-04
334,9,7,75.6,21.599999999999998,3.5,75.6,2025-04-18,2025-04
336,9,7,84.09333333333333,24.026666666666667,3.5,84.09333333333333,2025-04-18,2025-04
338,9,7,67.71333333333334,19.346666666666668,3.5,67.71333333333334,2025-04-18,2025-04
340,9,7,9.123333333333335,2.606666666666667,3.5,9.123333333333335,2025-04-18,2025-04
342,9,7,51.59,14.74,3.5,51.59,2025-04-19,2025-04
344,1,10,67.71333333333334,19.346666666666668,3.5,67.71333333333334,2025-04-19,2025-04
346,4,6,90.58,25.88,3.5,90.58,2025-04-19,2025-04
348,7,2,2.4033333333333333,0.6866666666666666,3.5,2.4033333333333333,2025-04-19,2025-04
350,2,5,51.59,14.74,3.5,51.59,2025-04-19,2025-04
352,3,4,107.33333333333334,30.666666666666668,3.5,107.33333333333334,2025-04-19,2025-04
354,5,3,114.59,32.74,3.5,114.59,2025-04-19,2025-04
356,6,9,112.60666666666665,32.17333333333333,3.5,112.60666666666665,2025-04-19,2025-04
358,6,9,112.60666666666665,32.17333333333333,3.5,112.60666666666665,2025-04-19,2025-04
360,6,9,51.59,14.74,3.5,51.59,2025-04-19,2025-04
362,6,9,107.33333333333334,30.666666666666668,3.5,107.33333333333334,2025-04-19,2025-04
364,6,9,84.09333333333333,24.026666666666667,3.5,84.09333333333333,2025-04-19,2025-04
365,6,1,1050.0617417377962,300.0176404965132,3.5,1050.0617417377962,2025-04-20,2025-04
366,1,1,696.3718533212553,198.9633866632158,3.5,696.3718533212553,2025-04-20,2025-04
367,3,1,809.3891124847305,231.25403213849444,3.5,809.3891124847305,2025-04-20,2025-04
369,6,9,75.6,21.599999999999998,3.5,75.6,2025-04-20,2025-04
371,10,8,114.59,32.74,3.5,114.59,2025-04-20,2025-04
373,8,1,7.910000000000001,2.2600000000000002,3.5,7.910000000000001,2025-04-20,2025-04
375,9,7,75.6,21.599999999999998,3.5,75.6,2025-04-20,2025-04
377,1,10,83.23,23.78,3.5,83.23,2025-04-20,2025-04
379,4,6,55.90666666666667,15.973333333333334,3.5,55.90666666666667,2025-04-20,2025-04
381,7,2,90.58,25.88,3.5,90.58,2025-04-20,2025-04
383,2,5,55.90666666666667,15.973333333333334,3.5,55.90666666666667,2025-04-20,2025-04
385,3,4,83.23,23.78,3.5,83.23,2025-04-20,2025-04
387,5,3,55.90666666666667,15.973333333333334,3.5,55.90666666666667,2025-04-20,2025-04
389,6,9,9.123333333333335,2.606666666666667,3.5,9.123333333333335,2025-04-20,2025-04
390,10,1,889.5878150327419,254.16794715221198,3.5,889.5878150327419,2025-04-21,2025-04
391,1,1,438.5281395544044,125.29375415840126,3.5,438.5281395544044,2025-04-21,2025-04
392,4,1,718.3259926751855,205.23599790719584,3.5,718.3259926751855,2025-04-21,2025-04
393,5,1,935.0916522533067,267.1690435009448,3.5,935.0916522533067,2025-04-21,2025-04
395,10,8,53.38666666666666,15.253333333333332,3.5,53.38666666666666,2025-04-21,2025-04
397,10,8,83.23,23.78,3.5,83.23,2025-04-21,2025-04
399,10,8,51.42666666666667,14.693333333333333,3.5,51.42666666666667,2025-04-21,2025-04
401,10,8,75.6,21.599999999999998,3.5,75.6,2025-04-21,2025-04
403,10,8,90.58,25.88,3.5,90.58,2025-04-21,2025-04
405,10,8,51.59,14.74,3.5,51.59,2025-04-21,2025-04
407,10,8,84.09333333333333,24.026666666666667,3.5,84.09333333333333,2025-04-21,2025-04
409,10,8,83.23,23.78,3.5,83.23,2025-04-21,2025-04
411,10,8,2.4033333333333333,0.6866666666666666,3.5,2.4033333333333333,2025-04-21,2025-04
413,10,8,81.41000000000001,23.26,3.5,81.41000000000001,2025-04-21,2025-04
415,10,8,60.620000000000005,17.32,3.5,60.620000000000005,2025-04-21,2025-04
417,10,8,114.59,32.74,3.5,114.59,2025-04-21,2025-04
419,10,8,73.92,21.12,3.5,73.92,2025-04-21,2025-04
421,10,8,53.38666666666666,15.253333333333332,3.5,53.38666666666666,2025-04-22,2025-04
423,8,1,75.6,21.599999999999998,3.5,75.6,2025-04-22,2025-04
425,9,7,45.01,12.86,3.5,45.01,2025-04-22,2025-04
427,1,10,3.5,1.0,3.5,3.5,2025-04-22,2025-04
429,4,6,112.60666666666665,32.17333333333333,3.5,112.60666666666665,2025-04-22,2025-04
431,7,2,73.92,21.12,3.5,73.92,2025-04-22,2025-04
433,7,2,3.5,1.0,3.5,3.5,2025-04-22,2025-04
435,7,2,9.123333333333335,2.606666666666667,3.5,9.123333333333335,2025-04-22,2025-04
437,7,2,2.4033333333333333,0.6866666666666666,3.5,2.4033333333333333,2025-04-22,2025-04
439,7,2,2.4033333333333333,0.6866666666666666,3.5,2.4033333333333333,2025-04-22,2025-04
441,7,2,86.8,24.8,3.5,86.8,2025-04-22,2025-04
443,7,2,73.92,21.12,3.5,73.92,2025-04-22,2025-04
445,7,2,9.123333333333335,2.606666666666667,3.5,9.123333333333335,2025-04-22,2025-04
446,9,1,768.6774812512325,219.62213750035215,3.5,768.6774812512325,2025-04-23,2025-04
448,7,2,75.6,21.599999999999998,3.5,75.6,2025-04-23,2025-04
450,2,5,51.42666666666667,14.693333333333333,3.5,51.42666666666667,2025-04-23,2025-04
452,3,4,90.58,25.88,3.5,90.58,2025-04-23,2025-04
454,5,3,45.01,12.86,3.5,45.01,2025-04-23,2025-04
456,6,9,2.4033333333333333,0.6866666666666666,3.5,2.4033333333333333,2025-04-23,2025-04
458,10,8,16.426666666666666,4.693333333333333,3.5,16.426666666666666,2025-04-23,2025-04
460,8,1,83.23,23.78,3.5,83.23,2025-04-23,2025-04
462,9,7,112.60666666666665,32.17333333333333,3.5,112.60666666666665,2025-04-23,2025-04
464,1,10,2.4033333333333333,0.6866666666666666,3.5,2.4033333333333333,2025-04-23,2025-04
466,4,6,113.14333333333335,32.32666666666667,3.5,113.14333333333335,2025-04-23,2025-04
468,7,2,2.4033333333333333,0.6866666666666666,3.5,2.4033333333333333,2025-04-23,2025-04
470,7,2,81.41000000000001,23.26,3.5,81.41000000000001,2025-04-23,2025-04
472,7,2,114.59,32.74,3.5,114.59,2025-04-23,2025-04
474,7,2,81.41000000000001,23.26,3.5,81.41000000000001,2025-04-23,2025-04
476,7,2,16.426666666666666,4.693333333333333,3.5,16.426666666666666,2025-04-23,2025-04
478,7,2,51.42666666666667,14.693333333333333,3.5,51.42666666666667,2025-04-23,2025-04
480,7,2,86.8,24.8,3.5,86.8,2025-04-23,2025-04
481,3,1,603.5687538334927,172.4482153809979,3.5,603.5687538334927,2025-04-24,2025-04
482,8,1,772.0304760626509,220.58013601790026,3.5,772.0304760626509,2025-04-24,2025-04
483,9,1,501.26040796310195,143.21725941802913,3.5,501.26040796310195,2025-04-24,2025-04
484,4,1,604.5714642233459,172.7347040638131,3.5,604.5714642233459,2025-04-24,2025-04
486,7,2,112.60666666666665,32.17333333333333,3.5,112.60666666666665,2025-04-24,2025-04
488,2,5,86.8,24.8,3.5,86.8,2025-04-24,2025-04
490,3,4,9.123333333333335,2.606666666666667,3.5,9.123333333333335,2025-04-24,2025-04
492,5,3,86.8,24.8,3.5,86.8,2025-04-24,2025-04
494,6,9,37.846666666666664,10.813333333333333,3.5,37.846666666666664,2025-04-24,2025-04
496,10,8,112.60666666666665,32.17333333333333,3.5,112.60666666666665,2025-04-24,2025-04
498,8,1,107.33333333333334,30.666666666666668,3.5,107.33333333333334,2025-04-24,2025-04
500,9,7,67.71333333333334,19.346666666666668,3.5,67.71333333333334,2025-04-24,2025-04
502,1,10,73.92,21.12,3.5,73.92,2025-04-24,2025-04
504,4,6,45.45333333333333,12.986666666666666,3.5,45.45333333333333,2025-04-24,2025-04
506,7,2,67.71333333333334,19.346666666666668,3.5,67.71333333333334,2025-04-24,2025-04
508,2,5,113.14333333333335,32.32666666666667,3.5,113.14333333333335,2025-04-24,2025-04
510,3,4,67.71333333333334,19.346666666666668,3.5,67.71333333333334,2025-04-24,2025-04
512,3,4,11.433333333333335,3.266666666666667,3.5,11.433333333333335,2025-04-24,2025-04
514,3,4,84.09333333333333,24.026666666666667,3.5,84.09333333333333,2025-04-24,2025-04
516,3,4,75.6,21.599999999999998,3.5,75.6,2025-04-24,2025-04
518,3,4,97.55666666666667,27.873333333333335,3.5,97.55666666666667,2025-04-24,2025-04
519,3,1,919.3215714109117,262.66330611740335,3.5,919.3215714109117,2025-04-25,2025-04
520,6,1,900.8367818791422,257.3819376797549,3.5,900.8367818791422,2025-04-25,2025-04
521,2,1,930.9932073584127,265.9980592452608,3.5,930.9932073584127,2025-04-25,2025-04
523,3,4,67.71333333333334,19.346666666666668,3.5,67.71333333333334,2025-04-25,2025-04
525,5,3,67.71333333333334,19.346666666666668,3.5,67.71333333333334,2025-04-25,2025-04
527,6,9,11.433333333333335,3.266666666666667,3.5,11.433333333333335,2025-04-25,2025-04
529,10,8,7.910000000000001,2.2600000000000002,3.5,7.910000000000001,2025-04-25,2025-04
531,8,1,114.59,32.74,3.5,114.59,2025-04-25,2025-04
533,9,7,54.83333333333333,15.666666666666666,3.5,54.83333333333333,2025-04-25,2025-04
535,1,10,90.58,25.88,3.5,90.58,2025-04-25,2025-04
537,4,6,3.5,1.0,3.5,3.5,2025-04-25,2025-04
539,7,2,11.433333333333335,3.266666666666667,3.5,11.433333333333335,2025-04-25,2025-04
541,2,5,9.123333333333335,2.606666666666667,3.5,9.123333333333335,2025-04-25,2025-04
543,3,4,60.620000000000005,17.32,3.5,60.620000000000005,2025-04-25,2025-04
545,5,3,54.83333333333333,15.666666666666666,3.5,54.83333333333333,2025-04-25,2025-04
547,6,9,51.42666666666667,14.693333333333333,3.5,51.42666666666667,2025-04-25,2025-04
549,10,8,73.92,21.12,3.5,73.92,2025-04-25,2025-04
551,10,8,2.4033333333333333,0.6866666666666666,3.5,2.4033333333333333,2025-04-25,2025-04
553,10,8,75.6,21.599999999999998,3.5,75.6,2025-04-25,2025-04
555,10,8,84.09333333333333,24.026666666666667,3.5,84.09333333333333,2025-04-25,2025-04
557,10,8,37.846666666666664,10.813333333333333,3.5,37.846666666666664,2025-04-25,2025-04
559,10,8,16.426666666666666,4.693333333333333,3.5,16.426666666666666,2025-04-25,2025-04
561,10,8,2.4033333333333333,0.6866666666666666,3.5,2.4033333333333333,2025-04-25,2025-04
562,8,1,904.4415378515163,258.4118679575761,3.5,904.4415378515163,2025-04-26,2025-04
563,3,1,668.9475996311073,191.1278856088878,3.5,668.9475996311073,2025-04-26,2025-04
565,10,8,55.90666666666667,15.973333333333334,3.5,55.90666666666667,2025-04-26,2025-04
567,8,1,81.41000000000001,23.26,3.5,81.41000000000001,2025-04-26,2025-04
569,9,7,11.433333333333335,3.266666666666667,3.5,11.433333333333335,2025-04-26,2025-04
571,1,10,112.60666666666665,32.17333333333333,3.5,112.60666666666665,2025-04-26,2025-04
573,4,6,83.23,23.78,3.5,83.23,2025-04-26,2025-04
575,7,2,81.41000000000001,23.26,3.5,81.41000000000001,2025-04-26,2025-04
577,2,5,9.123333333333335,2.606666666666667,3.5,9.123333333333335,2025-04-26,2025-04
579,3,4,45.45333333333333,12.986666666666666,3.5,45.45333333333333,2025-04-26,2025-04
581,5,3,3.5,1.0,3.5,3.5,2025-04-26,2025-04
583,6,9,51.42666666666667,14.693333333333333,3.5,51.42666666666667,2025-04-26,2025-04
584,8,1,713.6639618219242,203.90398909197833,3.5,713.6639618219242,2025-04-27,2025-04
585,1,1,450.58316585925314,128.73804738835804,3.5,450.58316585925314,2025-04-27,2025-04
587,10,8,45.45333333333333,12.986666666666666,3.5,45.45333333333333,2025-04-27,2025-04
589,10,8,97.55666666666667,27.873333333333335,3.5,97.55666666666667,2025-04-27,2025-04
591,10,8,3.5,1.0,3.5,3.5,2025-04-27,2025-04
593,10,8,84.09333333333333,24.026666666666667,3.5,84.09333333333333,2025-04-27,2025-04
595,10,8,51.59,14.74,3.5,51.59,2025-04-27,2025-04
597,10,8,86.8,24.8,3.5,86.8,2025-04-27,2025-04
599,10,8,60.620000000000005,17.32,3.5,60.620000000000005,2025-04-27,2025-04
601,10,8,9.123333333333335,2.606666666666667,3.5,9.123333333333335,2025-04-27,2025-04
603,10,8,73.92,21.12,3.5,73.92,2025-04-27,2025-04
605,10,8,11.433333333333335,3.266666666666667,3.5,11.433333333333335,2025-04-27,2025-04
607,10,8,48.25333333333334,13.786666666666667,3.5,48.25333333333334,2025-04-27,2025-04
609,10,8,73.92,21.12,3.5,73.92,2025-04-27,2025-04
611,10,8,45.01,12.86,3.5,45.01,2025-04-27,2025-04
613,10,8,7.910000000000001,2.2600000000000002,3.5,7.910000000000001,2025-04-27,2025-04
615,10,8,73.92,21.12,3.5,73.92,2025-04-28,2025-04
617,8,1,2.4033333333333333,0.6866666666666666,3.5,2.4033333333333333,2025-04-28,2025-04
619,9,7,7.910000000000001,2.2600000000000002,3.5,7.910000000000001,2025-04-28,2025-04
621,1,10,83.23,23.78,3.5,83.23,2025-04-28,2025-04
623,4,6,67.71333333333334,19.346666666666668,3.5,67.71333333333334,2025-04-28,2025-04
625,4,6,45.01,12.86,3.5,45.01,2025-04-28,2025-04
627,4,6,67.71333333333334,19.346666666666668,3.5,67.71333333333334,2025-04-28,2025-04
629,4,6,53.38666666666666,15.253333333333332,3.5,53.38666666666666,2025-04-28,2025-04
631,4,6,81.41000000000001,23.26,3.5,81.41000000000001,2025-04-28,2025-04
633,4,6,2.4033333333333333,0.6866666666666666,3.5,2.4033333333333333,2025-04-28,2025-04
635,4,6,48.25333333333334,13.786666666666667,3.5,48.25333333333334,2025-04-28,2025-04
636,4,1,508.3335982720305,145.23817093486585,3.5,508.3335982720305,2025-04-29,2025-04
638,4,6,45.45333333333333,12.986666666666666,3.5,45.45333333333333,2025-04-29,2025-04
640,7,2,86.8,24.8,3.5,86.8,2025-04-29,2025-04
642,2,5,114.59,32.74,3.5,114.59,2025-04-29,2025-04
644,3,4,45.45333333333333,12.986666666666666,3.5,45.45333333333333,2025-04-29,2025-04
646,5,3,67.71333333333334,19.346666666666668,3.5,67.71333333333334,2025-04-29,2025-04
648,6,9,3.5,1.0,3.5,3.5,2025-04-29,2025-04
650,10,8,16.426666666666666,4.693333333333333,3.5,16.426666666666666,2025-04-29,2025-04
