transaction_id,type,cost,date,date_time,month,quarter
71,delivery,12402.75,2025-04-11,2025-04-11,2025-04,2025Q2
72,fuel,45.45333333333333,2025-04-11,2025-04-11,2025-04,2025Q2
73,delivery,12036.14,2025-04-11,2025-04-11,2025-04,2025Q2
74,fuel,73.92,2025-04-11,2025-04-11,2025-04,2025Q2
75,delivery,13611.880000000001,2025-04-11,2025-04-11,2025-04,2025Q2
76,fuel,112.60666666666665,2025-04-11,2025-04-11,2025-04,2025Q2
77,delivery,657.85,2025-04-11,2025-04-11,2025-04,2025Q2
78,fuel,75.6,2025-04-11,2025-04-11,2025-04,2025Q2
79,delivery,2781.3100000000004,2025-04-11,2025-04-11,2025-04,2025Q2
80,fuel,51.42666666666667,2025-04-11,2025-04-11,2025-04,2025Q2
81,fuel,1106.3270638503238,2025-04-12,2025-04-12,2025-04,2025Q2
82,fuel,814.234086139963,2025-04-12,2025-04-12,2025-04,2025Q2
83,delivery,7313.0,2025-04-12,2025-04-12,2025-04,2025Q2
84,fuel,45.01,2025-04-12,2025-04-12,2025-04,2025Q2
85,delivery,9593.619999999999,2025-04-12,2025-04-12,2025-04,2025Q2
86,fuel,28.956666666666667,2025-04-12,2025-04-12,2025-04,2025Q2
87,delivery,2188.17,2025-04-12,2025-04-12,2025-04,2025Q2
88,fuel,60.620000000000005,2025-04-12,2025-04-12,2025-04,2025Q2
89,delivery,6576.26,2025-04-12,2025-04-12,2025-04,2025Q2
90,fuel,67.71333333333334,2025-04-12,2025-04-12,2025-04,2025Q2
91,delivery,2880.0,2025-04-12,2025-04-12,2025-04,2025Q2
92,fuel,75.6,2025-04-12,2025-04-12,2025-04,2025Q2
93,delivery,8156.820000000001,2025-04-12,2025-04-12,2025-04,2025Q2
94,fuel,60.620000000000005,2025-04-12,2025-04-12,2025-04,2025Q2
95,delivery,6008.880000000001,2025-04-12,2025-04-12,2025-04,2025Q2
96,fuel,16.426666666666666,2025-04-12,2025-04-12,2025-04,2025Q2
97,delivery,519.54,2025-04-12,2025-04-12,2025-04,2025Q2
98,fuel,112.60666666666665,2025-04-12,2025-04-12,2025-04,2025Q2
99,delivery,2158.1400000000003,2025-04-12,2025-04-12,2025-04,2025Q2
100,fuel,55.90666666666667,2025-04-12,2025-04-12,2025-04,2025Q2
101,delivery,15195.869999999999,2025-04-12,2025-04-12,2025-04,2025Q2
102,fuel,28.956666666666667,2025-04-12,2025-04-12,2025-04,2025Q2
103,delivery,1428.0,2025-04-12,2025-04-12,2025-04,2025Q2
104,fuel,2.4033333333333333,2025-04-12,2025-04-12,2025-04,2025Q2
105,delivery,4170.96,2025-04-12,2025-04-12,2025-04,2025Q2
106,fuel,11.433333333333335,2025-04-12,2025-04-12,2025-04,2025Q2
107,delivery,4756.18,2025-04-12,2025-04-12,2025-04,2025Q2
108,fuel,90.58,2025-04-12,2025-04-12,2025-04,2025Q2
109,delivery,9037.86,2025-04-12,2025-04-12,2025-04,2025Q2
110,fuel,86.8,2025-04-12,2025-04-12,2025-04,2025Q2
111,delivery,145.05,2025-04-13,2025-04-13,2025-04,2025Q2
112,fuel,48.25333333333334,2025-04-13,2025-04-13,2025-04,2025Q2
113,delivery,4879.7699999999995,2025-04-13,2025-04-13,2025-04,2025Q2
114,fuel,28.956666666666667,2025-04-13,2025-04-13,2025-04,2025Q2
115,delivery,7511.5599999999995,2025-04-13,2025-04-13,2025-04,2025Q2
116,fuel,97.55666666666667,2025-04-13,2025-04-13,2025-04,2025Q2
117,delivery,2184.7799999999997,2025-04-13,2025-04-13,2025-04,2025Q2
118,fuel,90.58,2025-04-13,2025-04-13,2025-04,2025Q2
119,delivery,1541.06,2025-04-13,2025-04-13,2025-04,2025Q2
120,fuel,7.910000000000001,2025-04-13,2025-04-13,2025-04,2025Q2
121,delivery,1728.3000000000002,2025-04-13,2025-04-13,2025-04,2025Q2
122,fuel,60.620000000000005,2025-04-13,2025-04-13,2025-04,2025Q2
123,delivery,2329.36,2025-04-13,2025-04-13,2025-04,2025Q2
124,fuel,114.59,2025-04-13,2025-04-13,2025-04,2025Q2
125,delivery,6392.1900000000005,2025-04-13,2025-04-13,2025-04,2025Q2
126,fuel,112.60666666666665,2025-04-13,2025-04-13,2025-04,2025Q2
127,delivery,368.48,2025-04-13,2025-04-13,2025-04,2025Q2
128,fuel,55.90666666666667,2025-04-13,2025-04-13,2025-04,2025Q2
129,delivery,16439.94,2025-04-13,2025-04-13,2025-04,2025Q2
130,fuel,53.38666666666666,2025-04-13,2025-04-13,2025-04,2025Q2
131,fuel,1112.0626232642505,2025-04-14,2025-04-14,2025-04,2025Q2
132,fuel,543.9434946577984,2025-04-14,2025-04-14,2025-04,2025Q2
133,delivery,4150.89,2025-04-14,2025-04-14,2025-04,2025Q2
134,fuel,54.83333333333333,2025-04-14,2025-04-14,2025-04,2025Q2
135,delivery,6437.68,2025-04-14,2025-04-14,2025-04,2025Q2
136,fuel,75.6,2025-04-14,2025-04-14,2025-04,2025Q2
137,delivery,3088.4,2025-04-14,2025-04-14,2025-04,2025Q2
138,fuel,2.4033333333333333,2025-04-14,2025-04-14,2025-04,2025Q2
139,delivery,7241.0,2025-04-14,2025-04-14,2025-04,2025Q2
140,fuel,90.58,2025-04-14,2025-04-14,2025-04,2025Q2
141,delivery,322.42,2025-04-14,2025-04-14,2025-04,2025Q2
142,fuel,107.33333333333334,2025-04-14,2025-04-14,2025-04,2025Q2
143,delivery,1275.56,2025-04-14,2025-04-14,2025-04,2025Q2
144,fuel,83.23,2025-04-14,2025-04-14,2025-04,2025Q2
145,delivery,4971.139999999999,2025-04-14,2025-04-14,2025-04,2025Q2
146,fuel,55.90666666666667,2025-04-14,2025-04-14,2025-04,2025Q2
147,delivery,2171.7000000000003,2025-04-14,2025-04-14,2025-04,2025Q2
148,fuel,84.09333333333333,2025-04-14,2025-04-14,2025-04,2025Q2
149,delivery,2571.4,2025-04-14,2025-04-14,2025-04,2025Q2
150,fuel,9.123333333333335,2025-04-14,2025-04-14,2025-04,2025Q2
151,delivery,3551.37,2025-04-14,2025-04-14,2025-04,2025Q2
152,fuel,7.910000000000001,2025-04-14,2025-04-14,2025-04,2025Q2
153,delivery,4100.56,2025-04-14,2025-04-14,2025-04,2025Q2
154,fuel,67.71333333333334,2025-04-14,2025-04-14,2025-04,2025Q2
155,delivery,10273.87,2025-04-14,2025-04-14,2025-04,2025Q2
156,fuel,37.846666666666664,2025-04-14,2025-04-14,2025-04,2025Q2
157,delivery,5615.7699999999995,2025-04-14,2025-04-14,2025-04,2025Q2
158,fuel,67.71333333333334,2025-04-14,2025-04-14,2025-04,2025Q2
159,delivery,955.6,2025-04-14,2025-04-14,2025-04,2025Q2
160,fuel,107.33333333333334,2025-04-14,2025-04-14,2025-04,2025Q2
161,delivery,2219.01,2025-04-14,2025-04-14,2025-04,2025Q2
162,fuel,84.09333333333333,2025-04-14,2025-04-14,2025-04,2025Q2
163,delivery,4609.22,2025-04-14,2025-04-14,2025-04,2025Q2
164,fuel,81.41000000000001,2025-04-14,2025-04-14,2025-04,2025Q2
165,payroll,7764.05,2025-04-15,2025-04-15,2025-04,2025Q2
166,payroll,6978.74,2025-04-15,2025-04-15,2025-04,2025Q2
167,payroll,7867.56,2025-04-15,2025-04-15,2025-04,2025Q2
168,payroll,6950.09,2025-04-15,2025-04-15,2025-04,2025Q2
169,payroll,5896.78,2025-04-15,2025-04-15,2025-04,2025Q2
170,payroll,6144.04,2025-04-15,2025-04-15,2025-04,2025Q2
171,payroll,6761.04,2025-04-15,2025-04-15,2025-04,2025Q2
172,payroll,6443.86,2025-04-15,2025-04-15,2025-04,2025Q2
173,payroll,7494.08,2025-04-15,2025-04-15,2025-04,2025Q2
174,payroll,6313.07,2025-04-15,2025-04-15,2025-04,2025Q2
175,payroll,1447.01,2025-04-15,2025-04-15,2025-04,2025Q2
176,payroll,4864.44,2025-04-15,2025-04-15,2025-04,2025Q2
177,payroll,6269.75,2025-04-15,2025-04-15,2025-04,2025Q2
178,payroll,4045.76,2025-04-15,2025-04-15,2025-04,2025Q2
179,payroll,5532.78,2025-04-15,2025-04-15,2025-04,2025Q2
180,payroll,9154.95,2025-04-15,2025-04-15,2025-04,2025Q2
181,payroll,8112.21,2025-04-15,2025-04-15,2025-04,2025Q2
182,payroll,8652.09,2025-04-15,2025-04-15,2025-04,2025Q2
183,payroll,10230.29,2025-04-15,2025-04-15,2025-04,2025Q2
184,payroll,8612.67,2025-04-15,2025-04-15,2025-04,2025Q2
185,payroll,7951.45,2025-04-15,2025-04-15,2025-04,2025Q2
186,payroll,7293.73,2025-04-15,2025-04-15,2025-04,2025Q2
187,payroll,8490.35,2025-04-15,2025-04-15,2025-04,2025Q2
188,payroll,7747.2,2025-04-15,2025-04-15,2025-04,2025Q2
189,payroll,7386.1,2025-04-15,2025-04-15,2025-04,2025Q2
190,payroll,8104.53,2025-04-15,2025-04-15,2025-04,2025Q2
191,payroll,8489.19,2025-04-15,2025-04-15,2025-04,2025Q2
192,payroll,8971.82,2025-04-15,2025-04-15,2025-04,2025Q2
193,payroll,9066.52,2025-04-15,2025-04-15,2025-04,2025Q2
194,payroll,8365.68,2025-04-15,2025-04-15,2025-04,2025Q2
195,payroll,4327.54,2025-04-15,2025-04-15,2025-04,2025Q2
196,payroll,4186.85,2025-04-15,2025-04-15,2025-04,2025Q2
197,payroll,3177.43,2025-04-15,2025-04-15,2025-04,2025Q2
198,payroll,1369.8,2025-04-15,2025-04-15,2025-04,2025Q2
199,payroll,2092.7,2025-04-15,2025-04-15,2025-04,2025Q2
200,payroll,3729.09,2025-04-15,2025-04-15,2025-04,2025Q2
201,payroll,4139.4,2025-04-15,2025-04-15,2025-04,2025Q2
202,payroll,7402.34,2025-04-15,2025-04-15,2025-04,2025Q2
203,payroll,6129.2,2025-04-15,2025-04-15,2025-04,2025Q2
204,payroll,6688.45,2025-04-15,2025-04-15,2025-04,2025Q2
205,payroll,5834.85,2025-04-15,2025-04-15,2025-04,2025Q2
206,payroll,7465.66,2025-04-15,2025-04-15,2025-04,2025Q2
207,payroll,8488.25,2025-04-15,2025-04-15,2025-04,2025Q2
208,payroll,8178.78,2025-04-15,2025-04-15,2025-04,2025Q2
209,payroll,5929.25,2025-04-15,2025-04-15,2025-04,2025Q2
210,fuel,718.0798120829094,2025-04-15,2025-04-15,2025-04,2025Q2
211,fuel,973.2746368684768,2025-04-15,2025-04-15,2025-04,2025Q2
212,fuel,1136.9678886650368,2025-04-15,2025-04-15,2025-04,2025Q2
213,delivery,5935.63,2025-04-15,2025-04-15,2025-04,2025Q2
214,fuel,90.58,2025-04-15,2025-04-15,2025-04,2025Q2
215,delivery,2652.65,2025-04-15,2025-04-15,2025-04,2025Q2
216,fuel,112.60666666666665,2025-04-15,2025-04-15,2025-04,2025Q2
217,delivery,1607.36,2025-04-15,2025-04-15,2025-04,2025Q2
218,fuel,83.23,2025-04-15,2025-04-15,2025-04,2025Q2
219,delivery,3129.28,2025-04-15,2025-04-15,2025-04,2025Q2
220,fuel,86.8,2025-04-15,2025-04-15,2025-04,2025Q2
221,delivery,1067.3999999999999,2025-04-15,2025-04-15,2025-04,2025Q2
222,fuel,3.5,2025-04-15,2025-04-15,2025-04,2025Q2
223,delivery,5004.17,2025-04-15,2025-04-15,2025-04,2025Q2
224,fuel,84.09333333333333,2025-04-15,2025-04-15,2025-04,2025Q2
225,delivery,1249.5,2025-04-15,2025-04-15,2025-04,2025Q2
226,fuel,113.14333333333335,2025-04-15,2025-04-15,2025-04,2025Q2
227,delivery,5749.18,2025-04-15,2025-04-15,2025-04,2025Q2
228,fuel,97.55666666666667,2025-04-15,2025-04-15,2025-04,2025Q2
229,delivery,2110.54,2025-04-15,2025-04-15,2025-04,2025Q2
230,fuel,45.45333333333333,2025-04-15,2025-04-15,2025-04,2025Q2
231,delivery,14781.900000000001,2025-04-15,2025-04-15,2025-04,2025Q2
232,fuel,84.09333333333333,2025-04-15,2025-04-15,2025-04,2025Q2
233,delivery,11407.36,2025-04-15,2025-04-15,2025-04,2025Q2
234,fuel,16.426666666666666,2025-04-15,2025-04-15,2025-04,2025Q2
235,delivery,2076.75,2025-04-15,2025-04-15,2025-04,2025Q2
236,fuel,112.60666666666665,2025-04-15,2025-04-15,2025-04,2025Q2
237,delivery,8775.84,2025-04-15,2025-04-15,2025-04,2025Q2
238,fuel,107.33333333333334,2025-04-15,2025-04-15,2025-04,2025Q2
239,delivery,8721.84,2025-04-15,2025-04-15,2025-04,2025Q2
240,fuel,53.38666666666666,2025-04-15,2025-04-15,2025-04,2025Q2
241,delivery,4943.34,2025-04-15,2025-04-15,2025-04,2025Q2
242,fuel,51.42666666666667,2025-04-15,2025-04-15,2025-04,2025Q2
243,delivery,8122.129999999999,2025-04-15,2025-04-15,2025-04,2025Q2
244,fuel,11.433333333333335,2025-04-15,2025-04-15,2025-04,2025Q2
245,delivery,4615.18,2025-04-15,2025-04-15,2025-04,2025Q2
246,fuel,48.25333333333334,2025-04-15,2025-04-15,2025-04,2025Q2
247,fuel,1093.879508683661,2025-04-16,2025-04-16,2025-04,2025Q2
248,fuel,790.5869395205215,2025-04-16,2025-04-16,2025-04,2025Q2
249,fuel,633.8073237686554,2025-04-16,2025-04-16,2025-04,2025Q2
250,fuel,625.1412023416838,2025-04-16,2025-04-16,2025-04,2025Q2
251,delivery,12095.7,2025-04-16,2025-04-16,2025-04,2025Q2
252,fuel,7.910000000000001,2025-04-16,2025-04-16,2025-04,2025Q2
253,delivery,14828.98,2025-04-16,2025-04-16,2025-04,2025Q2
254,fuel,75.6,2025-04-16,2025-04-16,2025-04,2025Q2
255,delivery,1425.24,2025-04-16,2025-04-16,2025-04,2025Q2
256,fuel,48.25333333333334,2025-04-16,2025-04-16,2025-04,2025Q2
257,delivery,5296.52,2025-04-16,2025-04-16,2025-04,2025Q2
258,fuel,114.59,2025-04-16,2025-04-16,2025-04,2025Q2
259,delivery,5628.02,2025-04-16,2025-04-16,2025-04,2025Q2
260,fuel,53.38666666666666,2025-04-16,2025-04-16,2025-04,2025Q2
261,delivery,5322.46,2025-04-16,2025-04-16,2025-04,2025Q2
262,fuel,2.4033333333333333,2025-04-16,2025-04-16,2025-04,2025Q2
263,delivery,3388.94,2025-04-16,2025-04-16,2025-04,2025Q2
264,fuel,3.5,2025-04-16,2025-04-16,2025-04,2025Q2
265,delivery,6797.099999999999,2025-04-16,2025-04-16,2025-04,2025Q2
266,fuel,37.846666666666664,2025-04-16,2025-04-16,2025-04,2025Q2
267,delivery,5517.63,2025-04-16,2025-04-16,2025-04,2025Q2
268,fuel,107.33333333333334,2025-04-16,2025-04-16,2025-04,2025Q2
269,delivery,2712.01,2025-04-16,2025-04-16,2025-04,2025Q2
270,fuel,45.01,2025-04-16,2025-04-16,2025-04,2025Q2
271,delivery,1349.9699999999998,2025-04-16,2025-04-16,2025-04,2025Q2
272,fuel,16.426666666666666,2025-04-16,2025-04-16,2025-04,2025Q2
273,delivery,6694.43,2025-04-16,2025-04-16,2025-04,2025Q2
274,fuel,86.8,2025-04-16,2025-04-16,2025-04,2025Q2
275,delivery,10651.050000000001,2025-04-16,2025-04-16,2025-04,2025Q2
276,fuel,11.433333333333335,2025-04-16,2025-04-16,2025-04,2025Q2
277,fuel,881.487439339212,2025-04-17,2025-04-17,2025-04,2025Q2
278,fuel,699.4608450883865,2025-04-17,2025-04-17,2025-04,2025Q2
279,fuel,972.9928138070776,2025-04-17,2025-04-17,2025-04,2025Q2
280,fuel,1121.6209065213789,2025-04-17,2025-04-17,2025-04,2025Q2
281,delivery,720.6,2025-04-17,2025-04-17,2025-04,2025Q2
282,fuel,67.71333333333334,2025-04-17,2025-04-17,2025-04,2025Q2
283,delivery,12603.76,2025-04-17,2025-04-17,2025-04,2025Q2
284,fuel,48.25333333333334,2025-04-17,2025-04-17,2025-04,2025Q2
285,delivery,60.7,2025-04-17,2025-04-17,2025-04,2025Q2
286,fuel,45.01,2025-04-17,2025-04-17,2025-04,2025Q2
287,delivery,49.42,2025-04-17,2025-04-17,2025-04,2025Q2
288,fuel,67.71333333333334,2025-04-17,2025-04-17,2025-04,2025Q2
289,delivery,6227.259999999999,2025-04-17,2025-04-17,2025-04,2025Q2
290,fuel,51.42666666666667,2025-04-17,2025-04-17,2025-04,2025Q2
291,delivery,1214.0,2025-04-17,2025-04-17,2025-04,2025Q2
292,fuel,53.38666666666666,2025-04-17,2025-04-17,2025-04,2025Q2
293,delivery,1452.88,2025-04-17,2025-04-17,2025-04,2025Q2
294,fuel,51.42666666666667,2025-04-17,2025-04-17,2025-04,2025Q2
295,delivery,6330.120000000001,2025-04-17,2025-04-17,2025-04,2025Q2
296,fuel,45.45333333333333,2025-04-17,2025-04-17,2025-04,2025Q2
297,delivery,7703.619999999999,2025-04-17,2025-04-17,2025-04,2025Q2
298,fuel,7.910000000000001,2025-04-17,2025-04-17,2025-04,2025Q2
299,delivery,8848.050000000001,2025-04-17,2025-04-17,2025-04,2025Q2
300,fuel,60.620000000000005,2025-04-17,2025-04-17,2025-04,2025Q2
301,delivery,2054.55,2025-04-17,2025-04-17,2025-04,2025Q2
302,fuel,2.4033333333333333,2025-04-17,2025-04-17,2025-04,2025Q2
303,delivery,1153.6200000000001,2025-04-17,2025-04-17,2025-04,2025Q2
304,fuel,81.41000000000001,2025-04-17,2025-04-17,2025-04,2025Q2
305,delivery,670.5600000000001,2025-04-17,2025-04-17,2025-04,2025Q2
306,fuel,83.23,2025-04-17,2025-04-17,2025-04,2025Q2
307,delivery,654.5,2025-04-17,2025-04-17,2025-04,2025Q2
308,fuel,51.59,2025-04-17,2025-04-17,2025-04,2025Q2
309,delivery,12425.39,2025-04-17,2025-04-17,2025-04,2025Q2
310,fuel,54.83333333333333,2025-04-17,2025-04-17,2025-04,2025Q2
311,delivery,6124.9800000000005,2025-04-17,2025-04-17,2025-04,2025Q2
312,fuel,45.01,2025-04-17,2025-04-17,2025-04,2025Q2
313,delivery,2151.89,2025-04-17,2025-04-17,2025-04,2025Q2
314,fuel,83.23,2025-04-17,2025-04-17,2025-04,2025Q2
315,delivery,6283.9800000000005,2025-04-18,2025-04-18,2025-04,2025Q2
316,fuel,45.01,2025-04-18,2025-04-18,2025-04,2025Q2
317,delivery,14429.339999999998,2025-04-18,2025-04-18,2025-04,2025Q2
318,fuel,83.23,2025-04-18,2025-04-18,2025-04,2025Q2
319,delivery,14181.06,2025-04-18,2025-04-18,2025-04,2025Q2
320,fuel,54.83333333333333,2025-04-18,2025-04-18,2025-04,2025Q2
321,delivery,6817.35,2025-04-18,2025-04-18,2025-04,2025Q2
322,fuel,112.60666666666665,2025-04-18,2025-04-18,2025-04,2025Q2
323,delivery,9988.869999999999,2025-04-18,2025-04-18,2025-04,2025Q2
324,fuel,112.60666666666665,2025-04-18,2025-04-18,2025-04,2025Q2
325,delivery,1883.84,2025-04-18,2025-04-18,2025-04,2025Q2
326,fuel,90.58,2025-04-18,2025-04-18,2025-04,2025Q2
327,delivery,577.86,2025-04-18,2025-04-18,2025-04,2025Q2
328,fuel,9.123333333333335,2025-04-18,2025-04-18,2025-04,2025Q2
329,delivery,19617.52,2025-04-18,2025-04-18,2025-04,2025Q2
330,fuel,97.55666666666667,2025-04-18,2025-04-18,2025-04,2025Q2
331,delivery,2423.52,2025-04-18,2025-04-18,2025-04,2025Q2
332,fuel,28.956666666666667,2025-04-18,2025-04-18,2025-04,2025Q2
333,delivery,6694.62,2025-04-18,2025-04-18,2025-04,2025Q2
334,fuel,75.6,2025-04-18,2025-04-18,2025-04,2025Q2
335,delivery,10000.630000000001,2025-04-18,2025-04-18,2025-04,2025Q2
336,fuel,84.09333333333333,2025-04-18,2025-04-18,2025-04,2025Q2
337,delivery,7579.5199999999995,2025-04-18,2025-04-18,2025-04,2025Q2
338,fuel,67.71333333333334,2025-04-18,2025-04-18,2025-04,2025Q2
339,delivery,6053.42,2025-04-18,2025-04-18,2025-04,2025Q2
340,fuel,9.123333333333335,2025-04-18,2025-04-18,2025-04,2025Q2
341,delivery,4060.16,2025-04-19,2025-04-19,2025-04,2025Q2
342,fuel,51.59,2025-04-19,2025-04-19,2025-04,2025Q2
343,delivery,1707.55,2025-04-19,2025-04-19,2025-04,2025Q2
344,fuel,67.71333333333334,2025-04-19,2025-04-19,2025-04,2025Q2
345,delivery,2759.74,2025-04-19,2025-04-19,2025-04,2025Q2
346,fuel,90.58,2025-04-19,2025-04-19,2025-04,2025Q2
347,delivery,1205.52,2025-04-19,2025-04-19,2025-04,2025Q2
348,fuel,2.4033333333333333,2025-04-19,2025-04-19,2025-04,2025Q2
349,delivery,3089.6,2025-04-19,2025-04-19,2025-04,2025Q2
350,fuel,51.59,2025-04-19,2025-04-19,2025-04,2025Q2
351,delivery,3728.46,2025-04-19,2025-04-19,2025-04,2025Q2
352,fuel,107.33333333333334,2025-04-19,2025-04-19,2025-04,2025Q2
353,delivery,8898.17,2025-04-19,2025-04-19,2025-04,2025Q2
354,fuel,114.59,2025-04-19,2025-04-19,2025-04,2025Q2
355,delivery,3100.45,2025-04-19,2025-04-19,2025-04,2025Q2
356,fuel,112.60666666666665,2025-04-19,2025-04-19,2025-04,2025Q2
357,delivery,8460.39,2025-04-19,2025-04-19,2025-04,2025Q2
358,fuel,112.60666666666665,2025-04-19,2025-04-19,2025-04,2025Q2
359,delivery,2582.28,2025-04-19,2025-04-19,2025-04,2025Q2
360,fuel,51.59,2025-04-19,2025-04-19,2025-04,2025Q2
361,delivery,7862.400000000001,2025-04-19,2025-04-19,2025-04,2025Q2
362,fuel,107.33333333333334,2025-04-19,2025-04-19,2025-04,2025Q2
363,delivery,2868.1899999999996,2025-04-19,2025-04-19,2025-04,2025Q2
364,fuel,84.09333333333333,2025-04-19,2025-04-19,2025-04,2025Q2
365,fuel,1050.0617417377962,2025-04-20,2025-04-20,2025-04,2025Q2
366,fuel,696.3718533212553,2025-04-20,2025-04-20,2025-04,2025Q2
367,fuel,809.3891124847305,2025-04-20,2025-04-20,2025-04,2025Q2
368,delivery,3272.96,2025-04-20,2025-04-20,2025-04,2025Q2
369,fuel,75.6,2025-04-20,2025-04-20,2025-04,2025Q2
370,delivery,13086.78,2025-04-20,2025-04-20,2025-04,2025Q2
371,fuel,114.59,2025-04-20,2025-04-20,2025-04,2025Q2
372,delivery,10803.14,2025-04-20,2025-04-20,2025-04,2025Q2
373,fuel,7.910000000000001,2025-04-20,2025-04-20,2025-04,2025Q2
